iso3,iso2,Country,Year,Age,PopMale,PopFemale,PopTotal
IND,IN,India,2021,14,13164440,11951547,25115986
IND,IN,India,2021,15,13254260,12026538,25280798
IND,IN,India,2021,16,13404021,12154060,25558081
IND,IN,India,2021,17,13507508,12248167,25755676
IND,IN,India,2021,18,13563351,12307114,25870465
IND,IN,India,2021,19,13607661,12339067,25946728
IND,IN,India,2021,20,13535815,12247692,25783506
IND,IN,India,2021,21,13350205,12070010,25420215
IND,IN,India,2021,22,13216112,11947587,25163699
IND,IN,India,2021,23,13130614,11868128,24998743
IND,IN,India,2021,24,13024743,11782955,24807698
IND,IN,India,2021,25,12925430,11707025,24632455
IND,IN,India,2021,26,12799008,11623556,24422564
IND,IN,India,2021,27,12619198,11515540,24134738
IND,IN,India,2021,28,12463344,11426342,23889685
IND,IN,India,2021,29,12322386,11336379,23658766
IND,IN,India,2021,30,12126173,11195097,23321270
IND,IN,India,2021,31,11967918,11083508,23051426
IND,IN,India,2021,32,11860987,10987619,22848607
IND,IN,India,2021,33,11712349,10840356,22552704
IND,IN,India,2021,34,11579917,10726231,22306148
IND,IN,India,2021,35,11373025,10548050,21921075
IND,IN,India,2021,36,11115230,10313912,21429142
IND,IN,India,2021,37,10873040,10095195,20968235
IND,IN,India,2021,38,10600346,9848960,20449306
IND,IN,India,2021,39,10363624,9630067,19993691
IND,IN,India,2021,40,10106533,9397997,19504531
IND,IN,India,2021,41,9789595,9126443,18916039
IND,IN,India,2021,42,9470057,8854547,18324604
IND,IN,India,2021,43,9219926,8641862,17861788
IND,IN,India,2021,44,9053342,8507988,17561329
IND,IN,India,2021,45,8854630,8349724,17204354
IND,IN,India,2021,46,8643322,8180810,16824132
IND,IN,India,2021,47,8441620,8017673,16459293.000000002
IND,IN,India,2021,48,8191931,7802971,15994901
IND,IN,India,2021,49,7946551,7587447,15533997
IND,IN,India,2021,50,7699935,7369758,15069693
IND,IN,India,2021,51,7459728,7155461,14615189
IND,IN,India,2021,52,7251760,6970491,14222251
IND,IN,India,2021,53,7037481,6777823,13815303
IND,IN,India,2021,54,6800306,6561570,13361876
IND,IN,India,2021,55,6572001,6354892,12926894
IND,IN,India,2021,56,6371138,6177236,12548374
IND,IN,India,2021,57,6168869,6001656,12170525
IND,IN,India,2021,58,5945175,5809535,11754710
IND,IN,India,2021,59,5711555,5610218,11321772
IND,IN,India,2021,60,5472572,5406686,10879258
IND,IN,India,2021,61,5228766,5198577,10427343
IND,IN,India,2021,62,4998684,5002061,10000746
IND,IN,India,2021,63,4784771,4815733,9600504
IND,IN,India,2021,64,4564889,4615850,9180739
IND,IN,India,2021,65,4341110,4406487,8747597
IND,IN,India,2021,66,4118225.0000000005,4192845.9999999995,8311072
IND,IN,India,2021,67,3884529,3965073,7849601
IND,IN,India,2021,68,3638648,3725532,7364180
IND,IN,India,2021,69,3388334,3483395,6871730
IND,IN,India,2021,70,3137747,3244124,6381870
IND,IN,India,2021,71,2889535,3010856,5900391
IND,IN,India,2021,72,2513628,2678463,5192092
IND,IN,India,2021,73,2154103,2375066,4529169
IND,IN,India,2021,74,1944629,2187943,4132572
IND,IN,India,2021,75,1759366,2003040,3762405
IND,IN,India,2021,76,1582936,1828508,3411444
IND,IN,India,2021,77,1420034,1668497,3088530
IND,IN,India,2021,78,1270474,1521827,2792300
IND,IN,India,2021,79,1133263,1385912,2519175
IND,IN,India,2021,80,1007065,1258130,2265195
IND,IN,India,2021,81,891114,1137560,2028674
IND,IN,India,2021,82,784353,1024503.9999999999,1808857
IND,IN,India,2021,83,681572,908819,1590391
IND,IN,India,2021,84,580245,786292,1366536
IND,IN,India,2021,85,485555,667150,1152706
IND,IN,India,2021,86,403606,561607,965213
IND,IN,India,2021,87,333716,469519,803236
IND,IN,India,2021,88,273584,387431,661015
IND,IN,India,2021,89,222113,315370,537482
IND,IN,India,2021,90,177801,252916,430717
IND,IN,India,2021,91,139901,199538,339440
IND,IN,India,2021,92,108126,154564,262690
IND,IN,India,2021,93,81891,117460,199351
IND,IN,India,2021,94,60596,87537,148133
IND,IN,India,2021,95,43751,63838,107588
IND,IN,India,2021,96,30832,45422,76254
IND,IN,India,2021,97,21230,31497,52727
IND,IN,India,2021,98,14306,21346,35653
IND,IN,India,2021,99,9464,14163,23627
IND,IN,India,2021,100,15833,23585,39419
BRA,BR,Brazil,2020,0,1431281,1373750,2805031
BRA,BR,Brazil,2020,1,1474447,1415647,2890095
BRA,BR,Brazil,2020,2,1490172,1430951,2921124
BRA,BR,Brazil,2020,3,1473313,1414957,2888270
BRA,BR,Brazil,2020,4,1490052,1431144,2921195
BRA,BR,Brazil,2020,5,1513087,1453488,2966575
BRA,BR,Brazil,2020,6,1497130,1438535,2935665
BRA,BR,Brazil,2020,7,1492320,1434197,2926517
BRA,BR,Brazil,2020,8,1508734,1450223,2958956
BRA,BR,Brazil,2020,9,1520778,1462179,2982958
BRA,BR,Brazil,2020,10,1524517,1466063,2990579
BRA,BR,Brazil,2020,11,1529408,1471202,3000610
BRA,BR,Brazil,2020,12,1543051,1484985,3028035
BRA,BR,Brazil,2020,13,1567437,1509083,3076520
BRA,BR,Brazil,2020,14,1592768,1534063,3126831
BRA,BR,Brazil,2020,15,1607800,1549469,3157269
BRA,BR,Brazil,2020,16,1608906,1551978,3160883
BRA,BR,Brazil,2020,17,1627653,1571711,3199365
BRA,BR,Brazil,2020,18,1665480,1610045,3275525
BRA,BR,Brazil,2020,19,1693256,1639302,3332559
BRA,BR,Brazil,2020,20,1714076,1662220,3376297
BRA,BR,Brazil,2020,21,1734099,1684626,3418724
BRA,BR,Brazil,2020,22,1743828,1697301,3441128
BRA,BR,Brazil,2020,23,1741526,1698069,3439595
BRA,BR,Brazil,2020,24,1739640,1699415,3439055
BRA,BR,Brazil,2020,25,1732103,1695279,3427382
BRA,BR,Brazil,2020,26,1721704,1687712,3409416
BRA,BR,Brazil,2020,27,1712896,1682203,3395099
BRA,BR,Brazil,2020,28,1714236,1687282,3401519
BRA,BR,Brazil,2020,29,1725755,1702219,3427974
BRA,BR,Brazil,2020,30,1735502,1715822,3451323
BRA,BR,Brazil,2020,31,1744012,1729054,3473066
BRA,BR,Brazil,2020,32,1753065,1742599,3495664
BRA,BR,Brazil,2020,33,1759404,1753110,3512514
BRA,BR,Brazil,2020,34,1761661,1760241,3521902
BRA,BR,Brazil,2020,35,1762276,1766150,3528427
BRA,BR,Brazil,2020,36,1755473,1765171,3520644
BRA,BR,Brazil,2020,37,1740034,1756620,3496654
BRA,BR,Brazil,2020,38,1714966,1738781,3453746
BRA,BR,Brazil,2020,39,1681201,1712293,3393494
BRA,BR,Brazil,2020,40,1640756,1679080,3319836
BRA,BR,Brazil,2020,41,1598261,1642435,3240695
BRA,BR,Brazil,2020,42,1554887,1603591,3158479
BRA,BR,Brazil,2020,43,1510864,1563835,3074700
BRA,BR,Brazil,2020,44,1467204,1524530,2991733
BRA,BR,Brazil,2020,45,1425447,1487231,2912678
BRA,BR,Brazil,2020,46,1393693,1459984,2853677
BRA,BR,Brazil,2020,47,1364768,1435171,2799939
BRA,BR,Brazil,2020,48,1331557,1405938,2737495
BRA,BR,Brazil,2020,49,1300669,1379149,2679818
BRA,BR,Brazil,2020,50,1270278,1352840,2623118
BRA,BR,Brazil,2020,51,1242035,1328889,2570925
BRA,BR,Brazil,2020,52,1221906,1313659,2535564
BRA,BR,Brazil,2020,53,1207200,1304467,2511667
BRA,BR,Brazil,2020,54,1190486,1293322,2483808
BRA,BR,Brazil,2020,55,1170947,1279554,2450501
BRA,BR,Brazil,2020,56,1146814,1261054,2407869
BRA,BR,Brazil,2020,57,1114252,1233344,2347596
BRA,BR,Brazil,2020,58,1075743,1199104,2274847
BRA,BR,Brazil,2020,59,1033355,1160328,2193684
BRA,BR,Brazil,2020,60,988523,1118835,2107358
BRA,BR,Brazil,2020,61,943109,1076726,2019835
BRA,BR,Brazil,2020,62,897059,1033631.0000000001,1930690
BRA,BR,Brazil,2020,63,851122,990110,1841232
BRA,BR,Brazil,2020,64,805986,946840,1752826
BRA,BR,Brazil,2020,65,762023,904433,1666457
BRA,BR,Brazil,2020,66,718978,862417,1581395
BRA,BR,Brazil,2020,67,677530,822063,1499592
BRA,BR,Brazil,2020,68,637987,784343,1422331
BRA,BR,Brazil,2020,69,598626,746763,1345389
BRA,BR,Brazil,2020,70,558931,705948,1264879
BRA,BR,Brazil,2020,71,510074,649694,1159768
BRA,BR,Brazil,2020,72,459396,590645,1050042
BRA,BR,Brazil,2020,73,417524,544277,961801
BRA,BR,Brazil,2020,74,385255,502029,887284
BRA,BR,Brazil,2020,75,359366,467641,827008
BRA,BR,Brazil,2020,76,332118,439173,771291
BRA,BR,Brazil,2020,77,305378,411529,716908
BRA,BR,Brazil,2020,78,279377,384563,663941
BRA,BR,Brazil,2020,79,252982,356449,609431
BRA,BR,Brazil,2020,80,226355,328192,554547
BRA,BR,Brazil,2020,81,198776,298776,497553
BRA,BR,Brazil,2020,82,170663,267108,437772
BRA,BR,Brazil,2020,83,143745,235263,379009
BRA,BR,Brazil,2020,84,118114,203796,321909
BRA,BR,Brazil,2020,85,95357,174028,269385
BRA,BR,Brazil,2020,86,76150,146544,222694
BRA,BR,Brazil,2020,87,59345,120597,179942
BRA,BR,Brazil,2020,88,44867,96704,141570
BRA,BR,Brazil,2020,89,32965,75531,108496
BRA,BR,Brazil,2020,90,23667,57724,81391
BRA,BR,Brazil,2020,91,16628,43139,59767
BRA,BR,Brazil,2020,92,11378,31332,42710
BRA,BR,Brazil,2020,93,7569,22087,29657
BRA,BR,Brazil,2020,94,4917,15152,20070
BRA,BR,Brazil,2020,95,3096,10109,13206
BRA,BR,Brazil,2020,96,1861,6522,8383
BRA,BR,Brazil,2020,97,1072,4061,5133
BRA,BR,Brazil,2020,98,594,2442,3036
BRA,BR,Brazil,2020,99,320,1425,1744
BRA,BR,Brazil,2020,100,330,1730,2060
BRA,BR,Brazil,2021,0,1399761,1343461,2743222
BRA,BR,Brazil,2021,1,1428582,1371682,2800264
BRA,BR,Brazil,2021,2,1473832,1415245,2889077
BRA,BR,Brazil,2021,3,1489697,1430656,2920352
BRA,BR,Brazil,2021,4,1472953,1414745,2887698
BRA,BR,Brazil,2021,5,1489767,1430979,2920747
BRA,BR,Brazil,2021,6,1512854,1453352,2966206
BRA,BR,Brazil,2021,7,1496938,1438416,2935353
BRA,BR,Brazil,2021,8,1492146,1434078,2926224
BRA,BR,Brazil,2021,9,1508559,1450090,2958648
BRA,BR,Brazil,2021,10,1520589,1462025,2982615
BRA,BR,Brazil,2021,11,1524301,1465888,2990189
BRA,BR,Brazil,2021,12,1529145,1471006,3000151
BRA,BR,Brazil,2021,13,1542706,1484774,3027481
BRA,BR,Brazil,2021,14,1566947,1508864,3075811
BRA,BR,Brazil,2021,15,1592024,1533844,3125869
BRA,BR,Brazil,2021,16,1606661,1549262,3155923
BRA,BR,Brazil,2021,17,1607243,1551789,3159031
BRA,BR,Brazil,2021,18,1625365,1571534,3196898
BRA,BR,Brazil,2021,19,1662586,1609867,3272453
BRA,BR,Brazil,2021,20,1689952,1639120,3329072
BRA,BR,Brazil,2021,21,1710588,1662027,3372615
BRA,BR,Brazil,2021,22,1730585,1684407,3414992
BRA,BR,Brazil,2021,23,1740377,1697043,3437419
BRA,BR,Brazil,2021,24,1738152,1697762,3435914
BRA,BR,Brazil,2021,25,1736296,1699039,3435334
BRA,BR,Brazil,2021,26,1728746,1694818,3423564
BRA,BR,Brazil,2021,27,1718303,1687155,3405458
BRA,BR,Brazil,2021,28,1709427,1681534,3390961
BRA,BR,Brazil,2021,29,1710662,1686484,3397146
BRA,BR,Brazil,2021,30,1722041,1701271,3423311
BRA,BR,Brazil,2021,31,1731636,1714711,3446347
BRA,BR,Brazil,2021,32,1739978,1727770,3467747
BRA,BR,Brazil,2021,33,1748834,1741123,3489957
BRA,BR,Brazil,2021,34,1754947,1751428,3506376
BRA,BR,Brazil,2021,35,1756954,1758342,3515296
BRA,BR,Brazil,2021,36,1757282,1764016,3521298
BRA,BR,Brazil,2021,37,1750176,1762794,3512970
BRA,BR,Brazil,2021,38,1734428,1753995,3488423
BRA,BR,Brazil,2021,39,1709057,1735912,3444970
BRA,BR,Brazil,2021,40,1675003,1709185,3384188
BRA,BR,Brazil,2021,41,1634278,1675738,3310017
BRA,BR,Brazil,2021,42,1591503,1638860,3230363
BRA,BR,Brazil,2021,43,1547845,1599781,3147626
BRA,BR,Brazil,2021,44,1503534,1559788,3063323
BRA,BR,Brazil,2021,45,1459574,1520242,2979816
BRA,BR,Brazil,2021,46,1417499,1482699,2900199
BRA,BR,Brazil,2021,47,1385357,1455183,2840539
BRA,BR,Brazil,2021,48,1355991,1430089,2786080
BRA,BR,Brazil,2021,49,1322349,1400593,2722942
BRA,BR,Brazil,2021,50,1290987,1373528,2664516
BRA,BR,Brazil,2021,51,1260095,1346927,2607022
BRA,BR,Brazil,2021,52,1231313,1322650,2553963
BRA,BR,Brazil,2021,53,1210551,1307014,2517564
BRA,BR,Brazil,2021,54,1195122,1297329,2492450
BRA,BR,Brazil,2021,55,1177661,1285640,2463302
BRA,BR,Brazil,2021,56,1157368,1271285,2428653
BRA,BR,Brazil,2021,57,1132484,1252175,2384659
BRA,BR,Brazil,2021,58,1099239,1223880,2323119
BRA,BR,Brazil,2021,59,1060104,1189086,2249191
BRA,BR,Brazil,2021,60,1017122,1149771,2166892
BRA,BR,Brazil,2021,61,971742,1107767,2079510.0000000002
BRA,BR,Brazil,2021,62,925800,1065146,1990946
BRA,BR,Brazil,2021,63,879260,1021552,1900812
BRA,BR,Brazil,2021,64,832869,977545,1810414
BRA,BR,Brazil,2021,65,787321,933803,1721123
BRA,BR,Brazil,2021,66,742985,890942,1633927
BRA,BR,Brazil,2021,67,699620,848497,1548117
BRA,BR,Brazil,2021,68,657889,807724,1465612
BRA,BR,Brazil,2021,69,618077,769563,1387640
BRA,BR,Brazil,2021,70,578475,731519,1309994
BRA,BR,Brazil,2021,71,538622,690308,1228929
BRA,BR,Brazil,2021,72,490004,633985,1123989
BRA,BR,Brazil,2021,73,439779,575008,1014787
BRA,BR,Brazil,2021,74,398118,528417,926534
BRA,BR,Brazil,2021,75,365744,485877,851621
BRA,BR,Brazil,2021,76,339524,451034,790558
BRA,BR,Brazil,2021,77,312159,421976,734135
BRA,BR,Brazil,2021,78,285459,393832,679291
BRA,BR,Brazil,2021,79,259656.99999999997,366477,626134
BRA,BR,Brazil,2021,80,232390,336988,569378
BRA,BR,Brazil,2021,81,204672,306939,511611
BRA,BR,Brazil,2021,82,177164,276385,453550
BRA,BR,Brazil,2021,83,149624,243750,393373
BRA,BR,Brazil,2021,84,123713,211168,334882
BRA,BR,Brazil,2021,85,99588,179415,279002
BRA,BR,Brazil,2021,86,78612,149941,228553
BRA,BR,Brazil,2021,87,61264,123448,184712
BRA,BR,Brazil,2021,88,46523,99358,145880
BRA,BR,Brazil,2021,89,34245,78025,112270
BRA,BR,Brazil,2021,90,24510,59775,84284
BRA,BR,Brazil,2021,91,17173,44844,62017
BRA,BR,Brazil,2021,92,11806,32883,44689
BRA,BR,Brazil,2021,93,7926,23377,31302
BRA,BR,Brazil,2021,94,5175,16059.000000000002,21235
BRA,BR,Brazil,2021,95,3266,10678,13944
BRA,BR,Brazil,2021,96,1980,6897,8877
BRA,BR,Brazil,2021,97,1155,4319,5473
BRA,BR,Brazil,2021,98,646,2607,3252
BRA,BR,Brazil,2021,99,347,1520,1867
BRA,BR,Brazil,2021,100,357,1833,2190
